long_quantile,long_threshold,annualized_return,sharpe,max_drawdown,mean_gross
0.52,-0.12880805579948873,0.06574222912286065,0.6483300480072051,-0.22809296312862537,0.7753721268931568
0.54,-0.09693014789736128,0.06494716490089658,0.6434442360181026,-0.23673620862497846,0.7643750594939562
0.56,-0.06497670829782577,0.05964766842310176,0.5940433818390002,-0.25842393529697394,0.7540325609923656
0.58,-0.033827499759603044,0.06433480429633098,0.6582484506279603,-0.21409571254714732,0.7410599088147628
0.6,-0.008638334481476518,0.0628925734815593,0.6471836399073062,-0.2038908832359404,0.7235513873288735
0.62,0.008841853667374739,0.06146742510278802,0.6425047774700792,-0.20414018191303474,0.7011493462200742
0.64,0.04342036046680952,0.07098800584927267,0.7569972744625728,-0.192026344793509,0.6815587210815295
0.66,0.0747146753918602,0.06352835145985547,0.68355153362187,-0.18018455777840592,0.6531267954494483
0.68,0.10907937691530206,0.05395633037982783,0.6045955629057743,-0.1340382896733514,0.624362405094395
